weight strategy	cnn keep prob	cnn filter shapes	cnn pool	do attention	norm type	dnn nonlin	zscore	opt/ lr	lr decay rate	lr decay delay	input keep prob	grad clip	exclude pre onsets	exclude post onsets	Pooling Method	do transformer	d model	num transformer layers	num heads	ff dim	micro xentropy avg	micro pos xentropy avg	micro auroc	micro auprc	micro fscore	micro precision	micro recall	micro threshold	micro accuracy	perchart xentropy avg	perchart xentropy avg sd	perchart xentropy avg min	perchart xentropy avg max	perchart pos xentropy avg	perchart pos xentropy avg sd	perchart pos xentropy avg min	perchart pos xentropy avg max	perchart auroc	perchart auroc sd	perchart auroc min	perchart auroc max	perchart auprc	perchart auprc sd	perchart auprc min	perchart auprc max	perchart fscore	perchart fscore sd	perchart fscore min	perchart fscore max	perchart precision	perchart precision sd	perchart precision min	perchart precision max	perchart recall	perchart recall sd	perchart recall min	perchart recall max	perchart threshold	perchart threshold sd	perchart threshold min	perchart threshold max	perchart accuracy	perchart accuracy sd	perchart accuracy min	perchart accuracy max	perchart perplexity	perchart perplexity sd	perchart perplexity min	perchart perplexity max	perchart density rel	perchart density rel sd	perchart density rel min	perchart density rel max	perchart fscore diff perchart	perchart fscore diff perchart sd	perchart fscore diff perchart min	perchart fscore diff perchart max	perchart precision diff perchart	perchart precision diff perchart sd	perchart precision diff perchart min	perchart precision diff perchart max	perchart recall diff perchart	perchart recall diff perchart sd	perchart recall diff perchart min	perchart recall diff perchart max	perchart threshold diff perchart	perchart threshold diff perchart sd	perchart threshold diff perchart min	perchart threshold diff perchart max	perchart fscore all perchart	perchart fscore all perchart sd	perchart fscore all perchart min	perchart fscore all perchart max	perchart precision all perchart	perchart precision all perchart sd	perchart precision all perchart min	perchart precision all perchart max	perchart recall all perchart	perchart recall all perchart sd	perchart recall all perchart min	perchart recall all perchart max	perchart threshold all perchart	perchart threshold all perchart sd	perchart threshold all perchart min	perchart threshold all perchart max	perchart fscore diff micro	perchart fscore diff micro sd	perchart fscore diff micro min	perchart fscore diff micro max	perchart precision diff micro	perchart precision diff micro sd	perchart precision diff micro min	perchart precision diff micro max	perchart recall diff micro	perchart recall diff micro sd	perchart recall diff micro min	perchart recall diff micro max	perchart threshold diff micro	perchart threshold diff micro sd	perchart threshold diff micro min	perchart threshold diff micro max	perchart fscore all micro	perchart fscore all micro sd	perchart fscore all micro min	perchart fscore all micro max	perchart precision all micro	perchart precision all micro sd	perchart precision all micro min	perchart precision all micro max	perchart recall all micro	perchart recall all micro sd	perchart recall all micro min	perchart recall all micro max	perchart threshold all micro	perchart threshold all micro sd	perchart threshold all micro min	perchart threshold all micro max	rnn cell type	dnn keep prob	rnn keep prob	eval type
last	0.7	"3,3,16,3,3,32"	"1,1,2,2"	TRUE	batch	relu	TRUE	adagrad/0.01	1	0	0.9	1	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.38376805	0.5910607	0.967861192	0.713676577	0.654310156	0.626417472	0.684802571	0.5789166	0.969963503	0.3858415	0.14654651	0.19631079	0.60550195	0.6114751	1.39E-01	0.43120387	0.7975695	0.970642864	0.010153869	0.95041434	0.983516164	0.753314448	0.041584017	0.689296314	0.822637083	0.717019367	0.017310632	0.680335508	0.73970346	0.711497816	0.036696584	0.653846154	0.774238227	0.725535596	0.036550282	0.662431942	0.791666667	0.55811906	0.08302775	0.43190244	0.64797664	0.976022952	0.006553473	0.96398454	0.984371528	1.486834	0.21994068	1.2169051	1.8321717	1.023876807	0.092751717	0.895781638	1.210784314	0.683029445	0.030690849	0.638237385	0.714086471	0.594209075	0.056640024	0.525146199	0.689335394	0.811280102	0.042534593	0.726384365	0.867647059	0.50562394	0.07947015	0.42607608	0.58520645	0.655929428	0.062290592	0.533333333	0.716106605	0.594654498	0.143310231	0.379204893	0.786259542	0.795193532	0.118963681	0.583061889	0.927973199	0.5057366	0.000270697	0.5054487	0.50628334	0.68868321	0.028604831	0.646332607	0.717299578	0.606402939	0.055540959	0.539393939	0.699367089	0.804735485	0.04427255	0.719869707	0.865196078	0.5112139	0.07770066	0.4334205	0.58912134	0.652017904	0.049086331	0.558275058	0.704184704	0.625807793	0.139848051	0.411512027	0.81120944	0.745367444	0.143474347	0.496742671	0.909547739	0.53575724	0.000190577	0.53559047	0.53616256	gru	0.5	0.5	hamming
rect	0.9	"5,3,10,3,3,20"	"1,1,2,2"	TRUE	batch	tanh	TRUE	adam/0.001	0.5	0	0.8	2.5	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.28069872	6.7413435	0.920357168	0.644518923	0.62465088	0.663057489	0.590449954	0.000435918	0.970544793	0.28469145	0.06359804	0.2050941	0.39813444	6.8743525	6.60E-01	5.577025	7.723118	0.921519834	0.019496469	0.897416777	0.952739045	0.644797011	0.114460793	0.502660855	0.801139684	0.629934957	0.080192208	0.505649718	0.748592871	0.654116499	0.136371764	0.470664928	0.850746269	0.622360503	0.072416802	0.5	0.724565757	0.000413689	5.97188E-05	0.000342691	0.000543234	0.969842142	0.008480159	0.957749469	0.981551177	1.3320646	0.0857585	1.2276406	1.4890442	0.989878836	0.216064271	0.627035831	1.389492754	0.588394435	0.104950806	0.38	0.747437092	0.705706914	0.127645868	0.444844125	0.850948509	0.529212099	0.129303661	0.265363128	0.672101449	0.000512772	9.27E-05	0.000419574	0.000608177	0.59237559	0.089624516	0.430426716	0.710337769	0.71085734	0.125187083	0.487106017	0.913157895	0.519460134	0.094008386	0.324022346	0.615942029	0.000513988	2.37E-06	0.000511623	0.000518394	0.6138861	0.081310939	0.481054366	0.738581147	0.678779228	0.122563817	0.467700258	0.87962963	0.57122356	0.080920466	0.407821229	0.655797101	0.000446068	4.81E-06	0.000440845	0.0004514	0.612029133	0.083611283	0.469798658	0.738581147	0.680406249	0.123220995	0.467700258	0.87962963	0.567411598	0.084670356	0.391061453	0.655797101	0.00045048	7.38E-07	0.000449592	0.000452022	lstm	0.5	0.5	hamming
rect	0.7	"3,3,16,3,3,32"	"1,1,2,2"	TRUE	none	tanh	TRUE	adam/0.001	0.95	0	0.8	1	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.18663058	4.378962	0.954519617	0.71658876	0.647916428	0.647990815	0.647842057	0.005078321	0.970773497	0.19048405	0.057433564	0.12981398	0.2983291	4.422557	6.29E-01	3.6739361	5.446682	0.955048047	0.009475211	0.936685843	0.972290264	0.711064057	0.087327838	0.547574236	0.830338477	0.663025568	0.069256977	0.517167382	0.754954955	0.644583503	0.118057964	0.419860627	0.816764133	0.702121874	0.075457389	0.584690554	0.861042184	0.005418286	0.004448188	0.000831722	0.014706978	0.97039676	0.008805043	0.954234013	0.980985865	1.2118561	0.07086088	1.1386166	1.3476052	1.135727128	0.274454676	0.832247557	1.603351955	0.631005596	0.084627656	0.45890411	0.746945899	0.668046672	0.083922925	0.506447831	0.779599271	0.614354953	0.125227158	0.374301676	0.782608696	0.006557763	0.00252961	0.004006467	0.009138008	0.634064178	0.080652158	0.471910112	0.741509434	0.679462104	0.089740057	0.554716981	0.848812095	0.606888488	0.111932968	0.410614525	0.735507246	0.006551123	1.35E-05	0.006536381	0.006578734	0.630695947	0.086191482	0.45890411	0.75	0.687621651	0.08449682	0.545454545	0.823647295	0.595548082	0.118916007	0.374301676	0.75	0.007286165	0.00180128	0.005468556	0.009138008	0.632315217	0.08192059	0.464285714	0.737937559	0.681774317	0.090056849	0.554263566	0.847826087	0.601927974	0.112535395	0.399441341	0.731884058	0.006741407	7.73E-05	0.006673652	0.006870965	gru	0.5	0.5	hamming
rect	1	"7,3,10,3,3,20"	"2,2"	FALSE	none	relu	FALSE	sgd/0.1	0.5	0	0.9	1	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.5238689	12.619036	0.960304314	0.706018754	0.676336686	0.627628218	0.733241506	1.12422E-06	0.97086879	0.53686935	0.18817769	0.34759906	0.9160551	12.573271	8.98E-01	11.514304	13.862521	0.96066381	0.006517339	0.950980219	0.969222097	0.713308901	0.063427638	0.624696842	0.818135396	0.684231509	0.036677993	0.63047619	0.739659367	0.641684686	0.060905098	0.515576324	0.725536993	0.740328753	0.050863009	0.652173913	0.81127451	1.94805E-06	1.90239E-06	1.60714E-07	6.47455E-06	0.971685447	0.00727072	0.958011244	0.981408785	1.7428777	0.3554477	1.4156644	2.4994109	1.168778917	0.17898653	0.987318841	1.573529412	0.648786358	0.055412626	0.545833333	0.729579699	0.691721862	0.075653679	0.569014085	0.804416404	0.627313837	0.099908823	0.426710098	0.770519263	4.46E-06	2.30E-06	2.14E-06	6.80E-06	0.649195464	0.043749207	0.567164179	0.722830666	0.700428176	0.08200756	0.555331992	0.842300557	0.617144554	0.074343809	0.464169381	0.718592965	4.46E-06	2.76E-08	4.42E-06	4.50E-06	0.652744161	0.057546792	0.549382716	0.731670446	0.669466649	0.074895892	0.536921151	0.767180926	0.657468983	0.112844997	0.43485342	0.810720268	3.55E-06	2.39E-06	1.15E-06	6.03E-06	0.670913783	0.039032764	0.624877571	0.734411085	0.640978158	0.081449858	0.520391517	0.789085546	0.71813413	0.066222832	0.584690554	0.798994975	1.46E-06	7.52E-09	1.45E-06	1.48E-06	rnn	0.5	0.5	hamming
rect	0.7	"7,3,10,3,3,20"	"1,1,2,2"	FALSE	none	tanh	FALSE	sgd/0.01	0.5	2	0.8	2.5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.29945365	7.200034	0.947122552	0.685965127	0.654293948	0.65709655	0.651515152	0.000673795	0.971421492	0.30587858	0.09875124	0.19191055	0.5160715	7.190994	1.07E-01	6.9947677	7.2811275	0.94812883	0.020932732	0.903617291	0.97020859	0.709667671	0.072563652	0.61797836	0.86993183	0.679717811	0.051250025	0.62195122	0.797588286	0.660633409	0.080635745	0.540711462	0.820921986	0.714683601	0.08910735	0.555353902	0.848635236	0.000671642	3.67E-05	0.000599229	0.000719405	0.970867997	0.013826663	0.938246662	0.982658106	1.3646634	0.14128754	1.2115622	1.6754327	1.104094447	0.233959066	0.78584392	1.569478908	0.648965165	0.047530916	0.586528497	0.741843972	0.682265608	0.086081839	0.54028436	0.806267806	0.648932302	0.13616256	0.460912052	0.876046901	0.00067875	9.91E-06	0.00066862	0.000688936	0.648102694	0.050891894	0.595514308	0.75739645	0.680520449	0.091814079	0.50363901	0.790554415	0.648521217	0.131532956	0.477667494	0.857621441	0.000678682	1.51E-07	0.000678571	0.000679056	0.62173861	0.042168963	0.519359146	0.66283084	0.574756541	0.111465915	0.410770855	0.76076555	0.721659261	0.123274589	0.517915309	0.924623116	0.000654527	2.42E-05	0.000630213	0.000679056	0.650415957	0.047911131	0.607709751	0.751269036	0.668233778	0.090557476	0.500707214	0.777562863	0.663722598	0.130809184	0.498759305	0.867671692	0.000675084	4.19E-07	0.000674812	0.000676131	lstm	0.5	0.5	hamming
last	0.8	"3,3,16,3,3,32"	"1,3,1,3"	TRUE	layer	sigmoid	FALSE	adagrad/0.01	0.5	2	0.8	2.5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.30261222	7.27888	0.953780902	0.69302786	0.683124933	0.639072186	0.733700643	0.000603468	0.97174549	0.3090456	0.09894856	0.19574101	0.5197016	7.2745957	1.30E-01	7.0484953	7.3985853	0.953343612	0.024295075	0.90288363	0.975576942	0.73729283	0.061902358	0.641605887	0.828200443	0.703399974	0.046105753	0.602473498	0.753246753	0.68164351	0.108562845	0.470994475	0.830379747	0.756068369	0.102161353	0.595281307	0.962779156	0.000601078	8.91E-05	0.000391558	0.000718467	0.972579033	0.011380229	0.948875615	0.983640669	1.3690199	0.14202744	1.2162118	1.681526	1.161019748	0.341943017	0.716878403	1.774509804	0.660636988	0.040268658	0.585365854	0.712962963	0.632521418	0.119446623	0.445582586	0.828571429	0.736212788	0.122888646	0.566775244	0.91959799	0.000598712	5.51E-05	0.000543609	0.000654565	0.684665798	0.052944847	0.563018868	0.749199573	0.663429692	0.123362629	0.406761178	0.814814815	0.745151056	0.098853206	0.598911071	0.914215686	0.000598889	5.14E-07	0.000598491	0.000600063	0.660431556	0.038987936	0.58557047	0.707168894	0.627794563	0.119836344	0.445153061	0.824362606	0.742211326	0.121828117	0.571661238	0.921273032	0.000595594	5.60E-05	0.000539234	0.00065202	0.662099227	0.057353707	0.533519553	0.730219256	0.579023846	0.094668238	0.373046875	0.668188737	0.802910326	0.083860744	0.662431942	0.93627451	0.00056144	6.54E-07	0.000561116	0.00056314	rnn	0.5	0.5	hamming
last	0.8	"3,3,16,3,3,32,3,3,64"	"1,1,2,2"	TRUE	layer	relu	FALSE	adagrad/0.01	1	2	0.7	1	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.6519328	15.695311	0.96699801	0.719305897	0.670507173	0.659995553	0.681359045	9.35721E-08	0.972202899	0.6658294	0.2036509	0.45069784	1.0791062	15.76811	8.22E-01	14.6332035	16.994066	0.968209138	0.007576182	0.954594437	0.979443683	0.722011805	0.0677853	0.645127262	0.839514462	0.681504293	0.044925249	0.630490956	0.776550552	0.665346392	0.063463708	0.600985222	0.787931034	0.700594038	0.036240919	0.657446809	0.765494137	9.42372E-08	5.3169E-08	2.24671E-08	1.94591E-07	0.972656111	0.007976814	0.95924104	0.982223539	1.9892658	0.44150642	1.569407	2.9420485	1.059148847	0.078848641	0.921836228	1.166666667	0.649693023	0.057341331	0.59375	0.773500448	0.740257349	0.08233743	0.59733777	0.836065574	0.590971665	0.087703504	0.462794918	0.72361809	1.76E-07	2.27E-08	1.53E-07	1.99E-07	0.647427782	0.059251849	0.584070796	0.771403354	0.740296927	0.081413286	0.58125	0.832278481	0.588858973	0.094920376	0.460893855	0.7319933	1.77E-07	1.48E-09	1.76E-07	1.80E-07	0.657010014	0.055366044	0.6	0.773026316	0.704473893	0.084540725	0.51421508	0.783783784	0.634065289	0.102977889	0.48603352	0.787269682	1.28E-07	2.18E-08	1.06E-07	1.53E-07	0.658899445	0.053939469	0.614685844	0.775271512	0.699239666	0.083169833	0.527958388	0.784366577	0.637928751	0.091430643	0.51396648	0.77721943	1.21E-07	1.29E-09	1.20E-07	1.24E-07	rnn	0.5	0.5	hamming
rect	1	"5,5,32"	"1,3,1,3"	FALSE	none	relu	FALSE	adagrad/0.01	0.1	2	0.8	1	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	3.9551532	95.282326	0.68938076	0.650205685	0.534516129	0.898590022	0.380394858	1.18075E-38	0.972498309	4.0404096	1.298259	2.6224828	6.7465687	95.258224	4.00E+00	90.088036	103.01247	0.688516474	0.039319079	0.624919732	0.755375095	0.650459986	0.048686545	0.607788799	0.763288062	0.52677391	0.077225182	0.395415473	0.674033149	0.901466705	0.06973528	0.742307692	0.99025974	0.378658303	0.07906439	0.250453721	0.510887772	1.38611E-38	0	1.18075E-38	2.42076E-38	0.971938062	0.008789751	0.954234013	0.981186579	156.30174	267.80484	13.769869	851.1332	0.425053179	0.106594067	0.266787659	0.637254902	0.516366778	0.078874459	0.395415473	0.672566372	0.903747849	0.069368614	0.741035857	0.990228013	0.367776425	0.079614558	0.250453721	0.50921273	2.03E-38	0	1.41E-38	2.64E-38	0.514846661	0.076691591	0.389048991	0.666666667	0.904558642	0.070979664	0.737254902	0.99009901	0.366192202	0.077867612	0.245009074	0.502512563	2.06E-38	0	1.95E-38	2.42E-38	0.526267333	0.077303743	0.395415473	0.674033149	0.899680236	0.069761595	0.739463602	0.99025974	0.37845472	0.079126992	0.250453721	0.510887772	1.27E-38	0	1.19E-38	1.52E-38	0.52648426	0.077243546	0.395415473	0.674033149	0.899741455	0.069743231	0.739463602	0.99025974	0.378658303	0.07906439	0.250453721	0.510887772	1.27E-38	0	1.18E-38	1.52E-38	lstm	0.5	0.5	hamming
last	0.8	"5,3,10,3,3,20"	"1,1,2,2"	FALSE	none	relu	TRUE	sgd/0.1	1	2	0.7	5	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.34897506	8.047211	0.967674051	0.743207492	0.671164773	0.692815249	0.650826446	0.000316046	0.973527478	0.36051834	0.18024924	0.17929384	0.7467547	8.116597	3.19E+00	3.4308321	13.790866	0.97099408	0.008372678	0.957218395	0.9816644	0.761267752	0.072773282	0.66904415	0.888075073	0.725054014	0.041745924	0.663587375	0.811009174	0.738121282	0.099376866	0.62919708	0.896551724	0.722782175	0.04238834	0.66969147	0.81127451	0.008753728	0.021201158	8.76982E-08	0.06472749	0.976784157	0.008106631	0.96161279	0.986519517	1.4590094	0.2880372	1.1963723	2.1101408	1.000928772	0.171765456	0.796733212	1.286764706	0.661734066	0.057814193	0.536483669	0.739987285	0.583412014	0.112149476	0.374393792	0.758800522	0.80400625	0.08902267	0.685667752	0.946078431	5.50E-05	5.49E-05	1.26E-07	0.000111399	0.659146987	0.070016358	0.512987013	0.740196078	0.661905699	0.098536464	0.490299824	0.788732394	0.71033046	0.172635582	0.385993485	0.931323283	5.49E-05	1.14E-06	5.40E-05	5.76E-05	0.631011486	0.051093074	0.536382536	0.712314225	0.517222059	0.090595463	0.373913043	0.635542169	0.846026808	0.084872701	0.687296417	0.958123953	1.30E-06	1.19E-06	1.16E-07	2.52E-06	0.627524672	0.046150492	0.570153694	0.702756892	0.522461995	0.101595325	0.404929577	0.677248677	0.837240055	0.111032469	0.625407166	0.963149079	5.19E-07				lstm	0.5	0.5	hamming
rect	0.9	"3,3,16,3,3,32"	"1,3,1,3"	FALSE	none	sigmoid	FALSE	sgd/0.01	1	2	1	1	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.2078174	4.9038773	0.966630218	0.723287712	0.696886947	0.664721817	0.732323232	0.005966254	0.973556066	0.21222669	0.06771389	0.13611189	0.3557884	4.896247	1.60E-01	4.6092677	5.0241814	0.967845055	0.016883443	0.930571022	0.979415087	0.748920159	0.09114501	0.621704887	0.895749656	0.736637384	0.066371173	0.62654321	0.831734961	0.728737037	0.079582235	0.638941399	0.867272727	0.753829895	0.092135386	0.567039106	0.828431373	0.006388759	0.001161176	0.005215265	0.007911231	0.978487247	0.004649031	0.970133521	0.985757509	1.2393266	0.08665432	1.1458101	1.4273055	1.044725181	0.165917315	0.810055866	1.296568627	0.686411942	0.056676549	0.613102596	0.791178498	0.677044375	0.12587518	0.498659517	0.889922481	0.728538525	0.11254368	0.591205212	0.911764706	0.006031398	0.000295301	0.005733548	0.006335201	0.689046643	0.055891532	0.597432905	0.766018719	0.684495389	0.137553623	0.47375	0.912521441	0.72980067	0.108301941	0.653357532	0.928921569	0.006039754	1.40E-05	0.006027443	0.006066978	0.686796442	0.056367073	0.606714628	0.782669462	0.676821362	0.130357425	0.487080103	0.896	0.730626489	0.109791185	0.623778502	0.924019608	0.006008015	0.000187724	0.005817284	0.006199356	0.690568609	0.06066897	0.587570621	0.774468085	0.675542601	0.139445524	0.467643468	0.90397351	0.742733758	0.104203095	0.664246824	0.93872549	0.005941976	3.77E-06	0.005938319	0.005948368	gru	0.5	0.5	hamming
rect	0.7	"7,2,16,5,2,32"	"1,3,1,3"	FALSE	layer	tanh	TRUE	sgd/0.1	0.5	0	1	2.5	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.13004161	2.8035402	0.96300296	0.748552368	0.672841705	0.696924969	0.650367309	0.047695283	0.973746653	0.13248804	0.03574486	0.096569695	0.21563998	2.9368153	8.60E-01	1.8351396	3.9729743	0.967666569	0.014774311	0.940014435	0.99282375	0.799156552	0.04530396	0.74631452	0.885872044	0.760409462	0.039320021	0.69726776	0.834319527	0.762165361	0.066968782	0.629191321	0.879019908	0.767668913	0.073575858	0.658802178	0.9	0.052577313	0.047816623	0.006557962	0.13385424	0.980023037	0.005164004	0.972680956	0.987945756	1.1424072	0.041873	1.1013863	1.2406555	1.018579554	0.154512121	0.810173697	1.242647059	0.739919431	0.0416031	0.671568627	0.802209945	0.758108217	0.066296251	0.671568627	0.845375723	0.727714147	0.055414621	0.627035831	0.822463768	0.04413819	0.031308394	0.012695131	0.07568674	0.652463843	0.064635988	0.576754386	0.771824202	0.740337042	0.130350971	0.559055118	0.882550336	0.639901342	0.179299152	0.428338762	0.869565217	0.044166394	0.000155705	0.043949533	0.044492368	0.745737689	0.040956087	0.68287037	0.813704497	0.750295098	0.06721012	0.646929825	0.844380403	0.745811097	0.047476137	0.664495114	0.822463768	0.04261792	0.03225448	0.010200944	0.07505021	0.665613363	0.047887347	0.612355737	0.758001123	0.69159739	0.16108448	0.470192308	0.87254902	0.70535358	0.147970992	0.516286645	0.885869565	0.029039081	0.00029157	0.02878386	0.029500738	lstm	0.5	0.5	hamming
last	1	"7,3,10,3,3,20"	"2,2,1,1"	TRUE	none	tanh	TRUE	adagrad/0.01	0.75	0	0.7	2.5	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.81096035	0.20216973	0.968342534	0.753781623	0.699812175	0.674547391	0.727043159	0.92252904	0.974108768	0.80489683	0.3823328	0.38123798	1.4387012	0.20437652	1.06E-01	0.07950387	0.44846332	0.969650645	0.007657406	0.9550465	0.978278517	0.760489217	0.068099153	0.642421434	0.869198355	0.7397085	0.031943907	0.695938529	0.782994924	0.728639764	0.065500549	0.630218688	0.84463895	0.757701879	0.050323643	0.682971014	0.860335196	0.8901936	0.09575401	0.6720854	0.9747483	0.977828268	0.006039761	0.96670766	0.985926968	2.4091163	0.9450578	1.4640958	4.2152176	1.050625258	0.13592994	0.829401089	1.251396648	0.705036042	0.044963521	0.644567219	0.778881988	0.640630083	0.090283524	0.513397642	0.779850746	0.805340934	0.076781667	0.63029316	0.877094972	0.86128265	0.048792224	0.8117951	0.91023034	0.689447256	0.057343527	0.582263711	0.771028037	0.62823112	0.106938961	0.429432014	0.753747323	0.799004767	0.10183076	0.573289902	0.903985507	0.86162114	0.000904312	0.860794	0.863188	0.699241992	0.045420921	0.629333333	0.77750309	0.622573485	0.09154609	0.493723849	0.774630542	0.818668005	0.066042122	0.671009772	0.88547486	0.83956236	0.067059204	0.77173495	0.9073978	0.689283857	0.057408168	0.582263711	0.771028037	0.628004176	0.107092837	0.429432014	0.753747323	0.799004767	0.10183076	0.573289902	0.903985507	0.86158204	0.000938087	0.8606497	0.863188	rnn	0.5	0.5	hamming
rect	0.9	"5,3,10,3,3,20"	"1,2,1,2,1,2"	TRUE	none	tanh	TRUE	adam/0.001	1	2	1	5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.13400409	2.394671	0.961489946	0.764845705	0.693312138	0.685913278	0.70087236	0.04960072	0.974261237	0.13636547	0.03869828	0.08903731	0.20285133	2.451703	6.32E-01	1.718321	3.4786115	0.961578434	0.011980833	0.940707243	0.98103773	0.755091998	0.0689235	0.632638068	0.885680409	0.713114606	0.060641648	0.602597403	0.781545303	0.664711493	0.094055393	0.520949721	0.79916318	0.784675723	0.086556361	0.648044693	0.914215686	0.042363204	0.05300125	0.002313007	0.1628983	0.974051089	0.007071554	0.963369642	0.984860443	1.1469629	0.044675402	1.0931214	1.2248902	1.208229015	0.24478171	0.865942029	1.754901961	0.671362189	0.073122928	0.559322034	0.768715084	0.758539261	0.049872971	0.682926829	0.827941176	0.609053153	0.102141735	0.460893855	0.731914894	0.11154798	0.008759967	0.10258622	0.12094196	0.671057993	0.07293058	0.56187291	0.769060773	0.757771436	0.055320837	0.671597633	0.835575486	0.609191394	0.101021851	0.469273743	0.740425532	0.11192036	0.001265029	0.11088842	0.11494438	0.665428311	0.07714703	0.556313993	0.768539326	0.772698895	0.052350294	0.68847352	0.84496124	0.591687166	0.104913916	0.448275862	0.727659574	0.12969342	0.002155966	0.12663986	0.134238	0.666517425	0.076042967	0.556313993	0.768539326	0.771309114	0.051901628	0.68847352	0.842835131	0.5940033	0.103912473	0.455307263	0.727659574	0.12710598	0.001223058	0.12609296	0.12953956	rnn	0.5	0.5	hamming
last	0.9	"5,3,10,3,3,20"	"2,2,2,2"	FALSE	none	relu	FALSE	adagrad/0.1	0.25	0	1	5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.7985148	19.236748	0.927927598	0.718880724	0.685897436	0.710176991	0.66322314	1.63203E-08	0.974785351	0.8136098	0.23493798	0.5523012	1.2835324	19.36157	1.24E+00	17.700792	20.828545	0.925068211	0.027924706	0.874702086	0.948991896	0.711609906	0.078427483	0.584135702	0.827549775	0.687032811	0.063229229	0.579754601	0.782169891	0.680970873	0.071205354	0.556547619	0.785472973	0.698519053	0.07597116	0.527932961	0.778894472	1.5083E-08	9.34482E-09	8.67063E-10	2.9154E-08	0.973820992	0.007402248	0.963896697	0.981488125	2.3225536	0.59158796	1.7372462	3.6093671	1.033289007	0.132725453	0.82122905	1.245098039	0.664258339	0.061519033	0.56918239	0.774933804	0.743469389	0.06812886	0.630669546	0.83882149	0.607320211	0.085704742	0.484573503	0.735343384	3.13E-08	3.83E-09	2.73E-08	3.58E-08	0.665019339	0.063733709	0.570542636	0.775800712	0.744742471	0.071669171	0.632696391	0.84751773	0.608578938	0.089128865	0.466424682	0.730392157	3.14E-08	1.67E-10	3.11E-08	3.16E-08	0.661891334	0.059627674	0.570093458	0.751507841	0.6651003	0.078412582	0.528230866	0.769230769	0.674704576	0.105521562	0.511173184	0.824120603	1.82E-08	1.46E-08	3.52E-09	3.30E-08	0.674840525	0.063605119	0.568335589	0.771986971	0.666076524	0.07543032	0.551181102	0.789844852	0.690778844	0.083285268	0.55353902	0.796568627	1.06E-08	9.44E-11	1.05E-08	1.08E-08	gru	0.5	0.5	hamming
rect	0.7	"3,3,16,3,3,32"	"2,2"	TRUE	none	tanh	TRUE	adagrad/0.1	0.95	0	0.9	2.5	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.18152238	1.2546492	0.978449618	0.806953853	0.719667944	0.670833333	0.776170799	0.21251488	0.974899704	0.18339239	0.100648075	0.072671235	0.3282747	1.3692149	8.17E-01	0.41742927	2.556396	0.98126655	0.009620645	0.959686635	0.991787581	0.847223665	0.044875576	0.804459079	0.932200252	0.815995589	0.032946623	0.765726681	0.860279441	0.801300204	0.064925072	0.686770428	0.883093525	0.836095871	0.038184283	0.77676951	0.917021277	0.40179005	0.3817956	0.005421881	0.89202106	0.984320813	0.00481731	0.97452565	0.989954797	1.207444	0.12325009	1.075377	1.3885704	1.05201575	0.114758766	0.918330309	1.259803922	0.786141289	0.044188451	0.72037037	0.849617672	0.789067088	0.066966563	0.657103825	0.862068966	0.790868288	0.06715487	0.633550489	0.871376812	0.3678197	0.2920347	0.07435599	0.6618654	0.691467883	0.090131511	0.561946903	0.830080367	0.763114362	0.10878688	0.534188034	0.875862069	0.686814346	0.201531384	0.413680782	0.905797101	0.3664231	0.00079959	0.3655864	0.36806408	0.801043909	0.038905649	0.753064799	0.850434783	0.789700288	0.069237816	0.693548387	0.884267631	0.818927579	0.050899523	0.700325733	0.880851064	0.37853	0.3458281	0.03212135	0.72553974	0.712908929	0.060626778	0.620689655	0.817381738	0.726420328	0.13192462	0.465940054	0.873972603	0.75302189	0.159783493	0.519543974	0.929347826	0.21684507	0.00202489	0.21548682	0.22200483	gru	0.5	0.5	hamming
